"yearmonth","na_l3name","n_fire","total_acres_burned","year","month","mean_potential_et","total_precip","max_air_temp","mean_wind_speed"
"1984-02","Klamath Mountains",0,0,1984,2,1.52763465341533,232.237314844025,283.136809805295,4.37939643773962
"1984-02","Lake Manitoba and Lake Agassiz Plain",0,0,1984,2,0.753273697466269,19.6425966252772,272.800736509526,3.28457047304564
"1984-02","Madrean Archipelago",0,0,1984,2,3.32029321091862,0.112456180594195,290.383642954093,3.3799279287168
"1984-02","Middle Atlantic Coastal Plain",0,0,1984,2,2.39572225709624,119.407170680033,288.335652470913,4.42345166133698
"1984-02","Middle Rockies",0,0,1984,2,1.12128834643308,32.1484996685046,274.586655296567,4.21311829870549
"1984-02","Mississippi Alluvial Plain",0,0,1984,2,2.42419237558424,131.566659518146,288.731825673392,3.98964896097354
"1984-02","Mississippi Valley Loess Plains",0,0,1984,2,2.39662486602429,122.43100364009,288.575122635112,4.20254057026361
"1984-02","Mojave Basin and Range",0,0,1984,2,3.09857482731408,2.69704375793951,289.990823752422,3.36773614612801
"1984-02","Nebraska Sand Hills",0,0,1984,2,1.55844094487193,25.220742939224,280.063956954735,4.65796936174411
"1984-02","North Cascades",0,0,1984,2,0.821081000883147,167.458096614413,276.269534431511,4.49952574067537
"1984-02","North Central Appalachians",0,0,1984,2,1.35532222226284,91.5855939841078,277.607552581288,4.93441666166457
"1984-02","North Central Hardwood Forests",0,0,1984,2,0.961737197196634,29.8864123894822,274.898432093369,3.87538528324533
"1984-02","Northeastern Coastal Zone",0,0,1984,2,1.38336906445003,142.921535870337,279.369695735902,4.8056320439183
"1984-02","Northern Allegheny Plateau",0,0,1984,2,1.28500910849554,83.161297277557,277.422303558813,5.17940432078153
"1984-02","Northern Appalachian and Atlantic Maritime Highlands",0,0,1984,2,1.11763233407049,97.7334076876597,275.542994470649,4.92704743150346
"1984-02","Northern Basin and Range",0,0,1984,2,1.05548476893569,33.5628599522087,276.012017877805,3.58964806511714
"1984-02","Northern Lakes and Forests",0,0,1984,2,0.934128859278235,29.1921453904541,274.497812096449,4.09461903361827
"1984-02","Northern Minnesota Wetlands",0,0,1984,2,0.790789839279993,21.2834743836681,273.017255479021,3.36580867011147
"1984-02","Northern Piedmont",0,0,1984,2,1.68284945186611,121.429920555398,282.070681853559,4.59310980007596
"1984-02","Northwestern Glaciated Plains",0,0,1984,2,1.20943436798165,10.0878933814411,278.472745331409,3.91856807879091
"1984-02","Northwestern Great Plains",0,0,1984,2,1.41282548614116,7.06044021098428,279.896595713216,4.02257448071181
"1984-02","Ouachita Mountains",0,0,1984,2,2.62434230214271,120.611440414458,288.567658711641,4.91813294419169
"1984-02","Ozark Highlands",1,1048,1984,2,2.21907590022414,76.973992135614,285.45660498563,4.9807584397898
"1984-02","Piedmont",0,0,1984,2,2.35234489362509,139.954213725183,287.904282460691,3.94327166716791
"1984-02","Ridge and Valley",0,0,1984,2,1.7992172032823,117.416943705717,282.847558320914,4.54172331324959
"1984-02","Sierra Nevada",0,0,1984,2,1.82342276327865,132.327047996383,281.191470693624,3.65888105369624
"1984-02","Snake River Plain",0,0,1984,2,0.800485687104844,30.5994466586425,273.773045556083,2.79555524509715
"1984-02","Sonoran Desert",0,0,1984,2,3.48830592507771,0.0296424541622824,295.071297451481,2.74742307324175
"1984-02","South Central Plains",0,0,1984,2,2.78052410415209,146.438604824468,290.605632560922,4.29521264722083
"1984-02","Southeastern Plains",0,0,1984,2,2.57347705540957,115.767760257105,290.130962007154,4.01521198862359
"1984-02","Southeastern Wisconsin Till Plains",0,0,1984,2,1.16473060030551,32.6818210218891,277.037497723713,4.4276562905371
"1984-02","Southern and Baja California Pine-Oak Mountains",0,0,1984,2,2.78371947359771,10.1134167835984,287.54429237645,3.43752769624918
"1984-02","Southern Coastal Plain",0,0,1984,2,3.07289188138569,105.19996529174,294.223881128488,4.07065490585479
"1984-02","Southern Florida Coastal Plain",0,0,1984,2,3.40116111090133,63.6723009001689,298.248804496467,3.69606318827669
"1984-02","Southern Michigan/Northern Indiana Drift Plains",0,0,1984,2,1.28804150976904,26.060943151048,278.36106177376,4.90217467635545
"1984-02","Southern Rockies",0,0,1984,2,1.50145867660854,30.767014899494,275.062128724743,4.34526150553069
"1984-02","Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest",0,0,1984,2,3.84930378188321,9.91655814195408,295.71373630799,3.68064514868518
"1984-02","Southwestern Appalachians",0,0,1984,2,2.16465259632507,108.800433132942,286.298399392187,4.30585336615538
"1984-02","Southwestern Tablelands",0,0,1984,2,2.78814099961465,11.4478951171362,286.526881485635,4.19286140763455
"1984-02","Strait of Georgia/Puget Lowland",0,0,1984,2,0.990679866485189,128.12075325937,283.180835808906,4.55209780707079
"1984-02","Texas Blackland Prairies",0,0,1984,2,3.34740457266504,57.944527797398,292.017348214908,4.56320001553799
"1984-02","Wasatch and Uinta Mountains",0,0,1984,2,1.2954197689172,45.6199767707466,274.313717883051,3.34428877066423
"1984-02","Western Allegheny Plateau",0,0,1984,2,1.60400114973284,59.0869912964818,282.335237080359,3.97428630849969
"1984-02","Western Corn Belt Plains",0,0,1984,2,1.22510528016341,28.2439969234795,277.801474257296,4.33500576017982
"1984-02","Western Gulf Coastal Plain",0,0,1984,2,3.23892314546787,61.7853213095694,293.478477341102,4.23210497026014
"1984-02","Willamette Valley",0,0,1984,2,1.14671469233314,174.23593175345,284.393594004002,4.37024216460342
"1984-02","Wyoming Basin",0,0,1984,2,1.06654169377584,12.1971832610177,273.513364618832,3.6598753821224
"1984-03","Acadian Plains and Hills",0,0,1984,3,1.50355869993789,123.671366752234,273.428602119476,6.0885693495807
"1984-03","Arizona/New Mexico Mountains",0,0,1984,3,3.91261899631263,15.6871101660612,288.328750887782,4.60656109201123
"1984-03","Arizona/New Mexico Plateau",0,0,1984,3,3.38351608302852,21.9700692330427,287.336945480319,3.89576764009531
"1984-03","Arkansas Valley",0,0,1984,3,2.78642726826254,129.444374762044,289.176327370769,4.34305437586621
"1984-03","Aspen Parkland/Northern Glaciated Plains",0,0,1984,3,1.14439054830365,31.6726169855304,273.210803463829,3.55786975472216
"1984-03","Atlantic Coastal Pine Barrens",0,0,1984,3,2.00711196944159,169.695399196918,279.785474959743,5.83092695458269
"1984-03","Blue Mountains",0,0,1984,3,1.69389336481157,90.7804260132386,281.364837459678,3.57765900918407
"1984-03","Blue Ridge",0,0,1984,3,2.69511141180122,136.528041055408,285.727473442841,4.85174144596544
"1984-03","Boston Mountains",0,0,1984,3,2.56213784944541,136.462486447656,286.955700704446,4.76442506578812
"1984-03","California Coastal Sage, Chaparral, and Oak Woodlands",1,1462,1984,3,3.51695216958256,33.6533674745433,293.408694429096,3.73544546629136
"1984-03","Canadian Rockies",0,0,1984,3,1.42998346256525,116.10741861716,276.848124014395,4.77293725275668
"1984-03","Cascades",0,0,1984,3,1.78703823604849,209.104440585007,282.413927150447,4.08900196076061
"1984-03","Central Appalachians",0,0,1984,3,2.12488138239514,107.417416617,282.061907068155,4.72714861395739
"1984-03","Central Basin and Range",0,0,1984,3,2.45046596547737,26.4544233349514,283.504933573064,3.59304476743557
"1984-03","Central California Valley",0,0,1984,3,3.45743758966556,19.1013522139836,294.855588630543,3.31205577182887
"1984-03","Central Corn Belt Plains",0,0,1984,3,1.42765587738621,86.0458896099393,276.729486391718,4.37869516678327
"1984-03","Central Great Plains",0,0,1984,3,2.52738370626085,78.004224348469,285.153410489665,4.40762221549116
"1984-03","Central Irregular Plains",0,0,1984,3,1.81426608277945,112.703439964977,281.171081855032,4.47989198327793
"1984-03","Chihuahuan Desert",0,0,1984,3,4.86440804043621,3.71402280499897,295.422559961518,4.06805574645601
"1984-03","Chihuahuan Deserts",0,0,1984,3,4.8896091105981,1.50648046064303,295.920630216544,3.85883905824331
"1984-03","Coast Range",0,0,1984,3,1.97490192082669,228.848760954058,287.017094433612,4.8064319116893
"1984-03","Colorado Plateaus",0,0,1984,3,2.55407359606528,25.7996852059563,283.239858651224,3.4521989003352
"1984-03","Columbia Mountains/Northern Rockies",0,0,1984,3,1.48941719393083,85.6265186578499,280.405635456296,3.70897158252072
"1984-03","Columbia Plateau",0,0,1984,3,1.85974273398364,53.0822311174967,285.127004058985,3.26979954417484
"1984-03","Cross Timbers",0,0,1984,3,3.68105754960872,95.573654861252,292.251226437616,4.80902124471483
"1984-03","Driftless Area",0,0,1984,3,1.49902370467816,36.7964451052315,275.445642632964,4.28245957768982
"1984-03","East Central Texas Plains",0,0,1984,3,4.12582497756129,80.7852867078936,295.969817540653,4.72914517121264
"1984-03","Eastern Cascades Slopes and Foothills",0,0,1984,3,1.98725675213592,66.6611785726082,282.589539379404,3.92823733709937
"1984-03","Eastern Corn Belt Plains",0,0,1984,3,1.48746110035723,85.7716655201697,277.335778705854,4.35493704833102
"1984-03","Eastern Great Lakes Lowlands",0,0,1984,3,1.40904233654704,49.9849825869829,274.082570222136,4.75586142401527
"1984-03","Edwards Plateau",0,0,1984,3,5.08296591956631,17.7470778342074,297.032495726693,5.18649337272945
"1984-03","Erie Drift Plain",0,0,1984,3,1.48152302997603,80.7991344635319,276.421761242435,4.7024659889055
"1984-03","Flint Hills",0,0,1984,3,1.97851753585663,135.882540601963,283.011427903789,4.68916122732174
"1984-03","High Plains",0,0,1984,3,2.95003638064855,28.6306728346025,286.279666022392,4.28284434698591
"1984-03","Huron/Erie Lake Plains",0,0,1984,3,1.4429302491779,75.1255058552764,275.41325825768,4.3807882450559
"1984-03","Idaho Batholith",0,0,1984,3,1.53466488080525,112.653023164344,277.117102518893,4.00377554480454
"1984-03","Interior Plateau",0,0,1984,3,2.33885088329977,133.611952492926,285.089966806751,4.02922008292653
"1984-03","Interior River Valleys and Hills",0,0,1984,3,1.70056287405782,121.447386696358,280.276602395155,4.11174778900313
"1984-03","Klamath Mountains",0,0,1984,3,2.43396752630203,172.318914557726,286.621289799976,4.16374817957051
"1984-03","Lake Manitoba and Lake Agassiz Plain",0,0,1984,3,1.22581260882751,15.4813655491449,272.871044258925,3.57217883210041
"1984-03","Madrean Archipelago",0,0,1984,3,4.89869324588793,0.537824143776699,294.38736990496,4.12104053543662
"1984-03","Middle Atlantic Coastal Plain",0,0,1984,3,3.16124204388937,146.185815358677,289.102334174366,4.63133141885694
"1984-03","Middle Rockies",0,0,1984,3,1.59690579000007,60.4986221048617,276.526458500505,4.21092766236695
"1984-03","Mississippi Alluvial Plain",0,0,1984,3,2.99701835526993,131.370312534181,291.062092519169,3.94593829895615
"1984-03","Mississippi Valley Loess Plains",0,0,1984,3,2.99479730510097,145.3940171601,290.720554809057,4.11957645237782
"1984-03","Mojave Basin and Range",0,0,1984,3,4.40958741366932,3.29315880508066,294.029421354691,3.70942841649255
"1984-03","Nebraska Sand Hills",0,0,1984,3,1.83940453903504,24.1353189691774,279.905707285154,3.95031883395361
"1984-03","North Cascades",0,0,1984,3,1.48924977669324,179.388603499682,279.717625717268,3.67817625686071
"1984-03","North Central Appalachians",0,0,1984,3,1.46176905269992,82.9884575512529,275.23017436252,5.1928803022995
"1984-03","North Central Hardwood Forests",0,0,1984,3,1.40520135798115,28.641468085852,274.231692208605,4.15016463306356
"1984-03","Northeastern Coastal Zone",0,0,1984,3,1.81073123993351,134.336996689224,277.127270294916,5.71340786466278
"1984-03","Northern Allegheny Plateau",0,0,1984,3,1.49106509175369,69.670356548948,274.647729652117,5.34742746014801
"1984-03","Northern Appalachian and Atlantic Maritime Highlands",0,0,1984,3,1.45997582748879,96.5389507305636,273.086608405488,5.76023032576482
"1984-03","Northern Basin and Range",0,0,1984,3,1.89624971255487,45.8701755855385,280.991967582777,3.79429546507066
"1984-03","Northern Lakes and Forests",0,0,1984,3,1.38922728617471,33.9657981046288,273.635194204878,4.32356521087526
"1984-03","Northern Minnesota Wetlands",0,0,1984,3,1.34867739715535,6.86898385621193,273.065180866325,3.83751425459786
"1984-03","Northern Piedmont",0,0,1984,3,2.06074731412735,144.636744857886,280.648674402979,4.8241676298338
"1984-03","Northwestern Glaciated Plains",0,0,1984,3,1.3743706818219,23.0533034685057,276.916410841301,3.59825792179337
"1984-03","Northwestern Great Plains",0,0,1984,3,1.64499899541249,21.1726042275576,279.096900394907,3.67804219680414
"1984-03","Ouachita Mountains",0,0,1984,3,2.90036730691945,161.162754109858,289.746593558539,4.76331103337296
"1984-03","Ozark Highlands",0,0,1984,3,2.2967102339989,139.376835458816,284.582175735087,4.38289217803355
"1984-03","Piedmont",0,0,1984,3,3.116091683512,147.333740251921,290.04911166855,3.90702918596195
"1984-03","Ridge and Valley",0,0,1984,3,2.26998553517233,115.967117198151,283.074161508349,4.58938770842882
"1984-03","Sierra Nevada",0,0,1984,3,2.70633401278416,86.0698312811909,284.114361492161,3.90014926887132
"1984-03","Snake River Plain",0,0,1984,3,1.70000942410224,29.8939857362507,280.820708199708,2.88695890095535
"1984-03","Sonoran Desert",0,0,1984,3,5.08148606151398,0.143533254083831,299.287361882677,3.24896520748398
"1984-03","South Central Plains",0,0,1984,3,3.42046553268094,117.501057985143,293.39767903382,4.48321561086386
"1984-03","Southeastern Plains",0,0,1984,3,3.43519440371959,147.290526343318,293.068130788236,3.94068795803881
"1984-03","Southeastern Wisconsin Till Plains",0,0,1984,3,1.48303036923171,39.6626832239279,275.190737829852,4.56763211976743
"1984-03","Southern and Baja California Pine-Oak Mountains",0,0,1984,3,3.83258655704569,11.4610121759302,290.207402349433,3.78633203542752
"1984-03","Southern Coastal Plain",0,0,1984,3,4.21637386161295,131.528297226708,297.227358643992,4.12727103343679
"1984-03","Southern Florida Coastal Plain",0,0,1984,3,4.6309698033653,108.568779068755,299.95859672029,3.77158254390524
"1984-03","Southern Michigan/Northern Indiana Drift Plains",0,0,1984,3,1.50177626366073,70.5078185991824,275.710788496135,4.8109904573579
"1984-03","Southern Rockies",0,0,1984,3,1.97942311194845,67.4575891009103,277.091149608549,4.53017100442285
"1984-03","Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest",0,0,1984,3,5.39847917173064,10.4945314671627,301.34900234211,4.53293474880778
"1984-03","Southwestern Appalachians",0,0,1984,3,2.77665172989412,133.841128511467,288.336676893167,4.04108704534225
"1984-03","Southwestern Tablelands",0,0,1984,3,3.23035933207903,32.481542192448,287.695622699949,4.19682996492084
"1984-03","Strait of Georgia/Puget Lowland",0,0,1984,3,1.67390321090044,132.167586016681,286.153581882809,3.58136663440555
"1984-03","Texas Blackland Prairies",0,0,1984,3,4.05969407779757,96.293951192112,295.059849572302,4.8044187662789
"1984-03","Wasatch and Uinta Mountains",0,0,1984,3,1.95142548541694,70.2798773789612,277.328130484586,4.00009741577597
"1984-03","Western Allegheny Plateau",0,0,1984,3,1.86536717478332,87.9100110704337,280.678325789153,4.25474549557822
"1984-03","Western Corn Belt Plains",0,0,1984,3,1.37318557792885,52.1740853153786,275.957116320832,4.24711171447636
"1984-03","Western Gulf Coastal Plain",0,0,1984,3,4.18750085808884,31.9900842475104,297.360993561591,4.66044259911955
"1984-03","Willamette Valley",0,0,1984,3,1.87674183425714,137.671523658884,287.51946634865,3.80479427538389
"1984-03","Wyoming Basin",0,0,1984,3,1.67716737194692,20.2863015054998,277.40788109588,3.8042338756935
"1984-04","Acadian Plains and Hills",0,0,1984,4,2.8010089968164,75.1391550070732,284.47276057404,5.01554384734986
"1984-04","Arizona/New Mexico Mountains",0,0,1984,4,4.91069550607158,18.0762347088998,290.543226776122,5.21934527060227
"1984-04","Arizona/New Mexico Plateau",0,0,1984,4,4.55388280712083,13.2872823921728,290.345858726396,4.48578857069715
"1984-04","Arkansas Valley",0,0,1984,4,4.37921812660022,80.9707705248037,295.003958151793,4.92303653283241
"1984-04","Aspen Parkland/Northern Glaciated Plains",0,0,1984,4,2.7511373561981,83.8762809691979,285.891192990042,4.73646668747585
"1984-04","Atlantic Coastal Pine Barrens",1,599,1984,4,2.96240264791249,123.778406398162,288.097194640247,4.39560821259109
"1984-04","Blue Mountains",0,0,1984,4,2.5791477965829,63.6760540134621,282.771667512422,4.43214201270867
"1984-04","Blue Ridge",0,0,1984,4,3.4229896897141,135.591324529987,290.192387086755,4.82265527531574
"1984-04","Boston Mountains",0,0,1984,4,4.10015014095847,103.428656654572,292.8059932715,5.53559539310744
"1984-04","California Coastal Sage, Chaparral, and Oak Woodlands",1,3021,1984,4,4.44799324679002,22.6479012188078,293.914480183019,4.2373298609517
"1984-04","Canadian Rockies",0,0,1984,4,2.5594902385498,114.009182646278,280.621138558586,4.87336730709282
"1984-04","Cascades",0,0,1984,4,2.30002983925818,159.139809273723,282.381555843879,4.36940142324638
"1984-04","Central Appalachians",0,0,1984,4,3.25672801671477,126.580353876448,289.522249897554,4.6488449788967
"1984-04","Central Basin and Range",0,0,1984,4,3.61195566121953,30.43787984147,286.769885716984,4.1557699523299
"1984-04","Central California Valley",0,0,1984,4,4.75805520099005,10.9190475062234,296.127755292373,3.71405436868752
"1984-04","Central Corn Belt Plains",0,0,1984,4,2.98373726333018,108.717825449248,287.736126744211,5.30246822813163
"1984-04","Central Great Plains",0,0,1984,4,4.01484503204645,101.305460042073,291.159078192618,5.339004895717
"1984-04","Central Irregular Plains",0,0,1984,4,3.33740173409526,132.706966290104,289.667853496348,5.48339395915124
"1984-04","Chihuahuan Desert",0,0,1984,4,6.64903969842543,1.55155437205598,299.259043258267,4.99145338742774
"1984-04","Chihuahuan Deserts",0,0,1984,4,6.01408063108476,15.2820813843769,298.06064290076,4.57855455094759
"1984-04","Coast Range",0,0,1984,4,2.55133211276335,177.211463625709,286.65965156547,5.18137792506344
"1984-04","Colorado Plateaus",0,0,1984,4,3.82033869355655,30.2581938206814,287.547214603103,3.87307814378828
"1984-04","Columbia Mountains/Northern Rockies",0,0,1984,4,2.6012960820335,71.7736067409646,283.740643145694,3.988356144985
"1984-04","Columbia Plateau",0,0,1984,4,2.952691535879,35.2734013836255,286.926344547257,3.85076762795223
"1984-04","Cross Timbers",0,0,1984,4,5.36515004358381,43.1312400997376,297.203154402402,5.26450213870962
"1984-04","Driftless Area",0,0,1984,4,3.18848590040718,110.590734958233,287.014817543731,5.28133904151325
"1984-04","East Central Texas Plains",0,0,1984,4,5.82871338274639,18.8277154296139,300.599201788053,4.90999784601534
"1984-04","Eastern Cascades Slopes and Foothills",0,0,1984,4,2.65311289581106,52.5896736004721,282.992250825623,4.47005530764841
"1984-04","Eastern Corn Belt Plains",0,0,1984,4,2.96999829495401,113.763514436955,288.147460599441,4.54712374934968
"1984-04","Eastern Great Lakes Lowlands",0,0,1984,4,2.83683452458282,85.1685996657975,286.330259955135,4.03088639976208
"1984-04","Edwards Plateau",0,0,1984,4,6.8839016329599,6.08775151288191,301.781315388952,5.30850062409948
"1984-04","Erie Drift Plain",0,0,1984,4,3.09298383789351,81.6468683142917,287.576330999201,4.37328583834594
"1984-04","Flint Hills",0,0,1984,4,3.42348507513327,133.817504525139,289.871522942862,5.43908205284476
"1984-04","High Plains",0,0,1984,4,4.26034381446324,56.6554676247056,289.939871660877,5.0940932533722
"1984-04","Huron/Erie Lake Plains",0,0,1984,4,2.99646379819423,95.4910133870055,286.854761768338,4.5299151398808
"1984-04","Idaho Batholith",0,0,1984,4,2.44313854579626,91.2919783384867,280.087562574018,4.51985159785412
"1984-04","Interior Plateau",0,0,1984,4,3.48121259101956,146.840642449812,292.356054677523,4.45253181588924
"1984-04","Interior River Valleys and Hills",0,0,1984,4,3.22992896069097,144.517550804859,290.060038259841,5.06988068505375
"1984-04","Klamath Mountains",0,0,1984,4,2.99340183763863,119.838410983632,286.514282728755,4.26117624322236
"1984-04","Lake Manitoba and Lake Agassiz Plain",0,0,1984,4,2.90268275915904,43.1292243329427,286.971825131362,4.11429917783809
"1984-04","Madrean Archipelago",0,0,1984,4,5.8461073283679,18.5993335456637,295.95146616209,4.76161412352493
"1984-04","Middle Atlantic Coastal Plain",0,0,1984,4,3.8593676687375,117.058801999425,294.197380364422,4.00663906136048
"1984-04","Middle Rockies",0,0,1984,4,2.54827108335224,79.0314009737399,280.019716711202,4.31509201835833
"1984-04","Mississippi Alluvial Plain",0,0,1984,4,4.37294333529556,113.166460134895,296.23113311143,4.47044890424568
"1984-04","Mississippi Valley Loess Plains",0,0,1984,4,4.26663668282265,122.862382687242,295.758723219408,4.64223185206153
"1984-04","Mojave Basin and Range",0,0,1984,4,5.65414619167119,2.18920215063968,296.236967076941,4.15332290945621
"1984-04","Nebraska Sand Hills",0,0,1984,4,2.94015458129094,109.912099521161,284.895885215732,5.48730957069098
"1984-04","North Cascades",0,0,1984,4,2.27140960391821,127.263319075426,280.673612333967,4.38680859576816
"1984-04","North Central Appalachians",0,0,1984,4,2.83801877057126,110.033029642998,286.071025898439,4.39964215971507
"1984-04","North Central Hardwood Forests",0,0,1984,4,3.23607089592792,82.1111892129592,286.913557705735,5.09060013060846
"1984-04","Northeastern Coastal Zone",0,0,1984,4,2.82157262482113,127.313791811779,286.962077847777,4.2072908059761
"1984-04","Northern Allegheny Plateau",0,0,1984,4,2.71550353251491,111.024984248314,285.58160736084,4.4920192326607
"1984-04","Northern Appalachian and Atlantic Maritime Highlands",0,0,1984,4,2.67851993491581,97.3314673071628,284.601733554022,4.66806847884104
"1984-04","Northern Basin and Range",0,0,1984,4,2.83931575103168,42.1254230025426,283.387125816625,4.62771147095607
"1984-04","Northern Lakes and Forests",1,1693,1984,4,3.17563437807166,57.5718597906511,286.055742812902,4.95475065728081
"1984-04","Northern Minnesota Wetlands",0,0,1984,4,3.17261038678744,27.4924625046303,287.122626078301,4.22288726893802
"1984-04","Northern Piedmont",0,0,1984,4,3.20203594198395,120.136411630648,289.621697142592,3.89937491682504
"1984-04","Northwestern Glaciated Plains",0,0,1984,4,3.25357679773303,50.6854838103666,287.107429504734,4.63316782018759
"1984-04","Northwestern Great Plains",0,0,1984,4,3.23191229078952,60.9279451616225,286.544749570487,4.71986802505555
"1984-04","Ouachita Mountains",0,0,1984,4,4.42718130045165,78.690768241043,295.383508597614,5.38568667895312
"1984-04","Ozark Highlands",1,610,1984,4,3.84942157555087,122.794626419245,291.84004581434,5.23031601714461
"1984-04","Piedmont",0,0,1984,4,3.80600739620023,119.352732465629,293.88909304426,3.88852702265838
"1984-04","Ridge and Valley",0,0,1984,4,3.2785496456781,123.754456199323,290.260863811732,4.21008415174116
"1984-04","Sierra Nevada",0,0,1984,4,3.35514147527808,60.9857116863252,284.704266098508,4.03569411744545
"1984-04","Snake River Plain",0,0,1984,4,3.0635480862585,31.8118627110977,285.754157485067,3.94466621155215
"1984-04","Sonoran Desert",0,0,1984,4,6.09479823165779,12.9734915324688,300.749356567919,3.6271342522792
"1984-04","South Central Plains",0,0,1984,4,4.86021244033176,68.8948372687894,298.027137660743,4.87544169338071
"1984-04","Southeastern Plains",0,0,1984,4,4.27123412643394,125.782018598443,296.647593736572,4.09221046016616
"1984-04","Southeastern Wisconsin Till Plains",0,0,1984,4,3.05990136914915,100.378099568909,286.064036106734,5.5225158885649
"1984-04","Southern and Baja California Pine-Oak Mountains",0,0,1984,4,4.54266367267127,14.5097385994273,291.642844506202,4.23560221072487
"1984-04","Southern Coastal Plain",1,836,1984,4,4.78023632700283,100.22972435144,299.78346833125,3.8489439241299
"1984-04","Southern Florida Coastal Plain",0,0,1984,4,5.09871200376984,76.3941866204377,301.756659499557,3.49781447091415
