"fire_id","year","month","day","lat","long","acres_burned","na_l3name","na_l2name","na_l1name","yearmonth","mean_potential_et","total_precip","max_air_temp","mean_wind_speed"
"WV3778208186119911026",1991,10,26,37.782,-81.861,3900,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3778408093720011108",2001,11,8,37.784,-80.937,543,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2001-11",2.10348479786545,37.8090028236789,289.858499142322,4.0652436418534
"WV3779708192119941104",1994,11,4,37.797,-81.921,1724,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1994-11",2.2200824892211,65.8899666806104,288.338066421819,4.96196103434328
"WV3780208220420051125",2005,11,25,37.802,-82.204,1782,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2005-11",2.15137289419044,98.783174836134,286.660130042394,5.22381090700705
"WV3780208221419911028",1991,10,28,37.802,-82.214,13056,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3780308164519871104",1987,11,4,37.803,-81.645,3582,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3780708171419871115",1987,11,15,37.807,-81.714,3869,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3781208172019911027",1991,10,27,37.812,-81.72,5771,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3781308224520060225",2006,2,25,37.813,-82.245,966,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2006-02",1.61687674459402,44.3739704694906,278.195854842307,5.28179044605483
"WV3781808186219991114",1999,11,14,37.818,-81.862,1355,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1999-11",1.94348901624023,89.1887008179724,287.771661557536,4.65289468225221
"WV3782508161919871116",1987,11,16,37.825,-81.619,925,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3782508173219941111",1994,11,11,37.825,-81.732,1997,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1994-11",2.2200824892211,65.8899666806104,288.338066421819,4.96196103434328
"WV3782908201520011101",2001,11,1,37.829,-82.015,1436,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2001-11",2.10348479786545,37.8090028236789,289.858499142322,4.0652436418534
"WV3783508151019911101",1991,11,1,37.835,-81.51,6635,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-11",1.76769275426186,89.0821134979972,283.763632148938,4.30601718888053
"WV3783608198619871113",1987,11,13,37.836,-81.986,1424,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3783708185319941109",1994,11,9,37.837,-81.853,1374,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1994-11",2.2200824892211,65.8899666806104,288.338066421819,4.96196103434328
"WV3783908150719991119",1999,11,19,37.839,-81.507,2927,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1999-11",1.94348901624023,89.1887008179724,287.771661557536,4.65289468225221
"WV3783908184519911101",1991,11,1,37.839,-81.845,3545,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-11",1.76769275426186,89.0821134979972,283.763632148938,4.30601718888053
"WV3784808164019871105",1987,11,5,37.848,-81.64,953,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3784908212119911029",1991,10,29,37.849,-82.121,4935,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3785008131019871108",1987,11,8,37.85,-81.31,1138,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3786008201419941109",1994,11,9,37.86,-82.014,589,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1994-11",2.2200824892211,65.8899666806104,288.338066421819,4.96196103434328
"WV3786308212819991111",1999,11,11,37.863,-82.128,1423,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1999-11",1.94348901624023,89.1887008179724,287.771661557536,4.65289468225221
"WV3786708200019911107",1991,11,7,37.867,-82,942,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-11",1.76769275426186,89.0821134979972,283.763632148938,4.30601718888053
"WV3787108181319880414",1988,4,14,37.871,-81.813,1348,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1988-04",3.72047345413089,83.4707560963702,290.437968264717,4.98423074942794
"WV3787508237220011102",2001,11,2,37.875,-82.372,1606,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2001-11",2.10348479786545,37.8090028236789,289.858499142322,4.0652436418534
"WV3787708213220011030",2001,10,30,37.877,-82.132,1632,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2001-10",2.95676107230222,40.2910293684445,291.61353275216,4.91793792753058
"WV3787708234119911027",1991,10,27,37.877,-82.341,29308,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3788008212719991109",1999,11,9,37.88,-82.127,1138,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1999-11",1.94348901624023,89.1887008179724,287.771661557536,4.65289468225221
"WV3788208207319931124",1993,11,24,37.882,-82.073,511,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1993-11",1.63879074709632,105.225333135624,284.826961230848,4.45952666388194
"WV3788408211820001102",2000,11,2,37.884,-82.118,1231,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2000-11",1.49835996843631,51.0337968687296,282.883370800637,4.57254337640863
"WV3788508188419991120",1999,11,20,37.885,-81.884,655,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1999-11",1.94348901624023,89.1887008179724,287.771661557536,4.65289468225221
"WV3790008180419871101",1987,11,1,37.9,-81.804,3992,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3790008211519911029",1991,10,29,37.9,-82.115,2105,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3790308195019871104",1987,11,4,37.903,-81.95,4802,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3790808146419871105",1987,11,5,37.908,-81.464,24070,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3790908169419871107",1987,11,7,37.909,-81.694,1131,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3791008231120001101",2000,11,1,37.91,-82.311,516,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2000-11",1.49835996843631,51.0337968687296,282.883370800637,4.57254337640863
"WV3791108149819911025",1991,10,25,37.911,-81.498,10704,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3791108213719871107",1987,11,7,37.911,-82.137,61231,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3791308216219950407",1995,4,7,37.913,-82.162,524,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1995-04",3.77761267426821,69.7583252001981,291.26609575268,4.77001711018978
"WV3791608178719880323",1988,3,23,37.916,-81.787,863,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1988-03",2.76277791181568,59.9474351881527,286.022819897755,4.6961294473846
"WV3791908234820011031",2001,10,31,37.919,-82.348,1619,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2001-10",2.95676107230222,40.2910293684445,291.61353275216,4.91793792753058
"WV3792108240620000324",2000,3,24,37.921,-82.406,623,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2000-03",2.83851403861641,78.5760144376206,287.885937555341,4.66488675091172
"WV3792408202819911023",1991,10,23,37.924,-82.028,9017,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3792508160520121117",2012,11,17,37.931,-81.598,1145,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2012-11",1.70218181654956,18.8373331986307,284.355161601137,3.66142224987621
"WV3792608179319911027",1991,10,27,37.926,-81.793,4605,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3792708230419871113",1987,11,13,37.927,-82.304,14554,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3793108160620101023",2010,10,23,37.931,-81.606,1334,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2010-10",2.94423671955141,56.5192466768797,291.92981180401,4.57984559743759
"WV3793408158519911029",1991,10,29,37.934,-81.585,17324,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-10",2.80964953883937,36.7568049886949,293.019365244364,3.88334405976696
"WV3793408246919911101",1991,11,1,37.934,-82.469,1824,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-11",1.76769275426186,89.0821134979972,283.763632148938,4.30601718888053
"WV3793408247919950406",1995,4,6,37.934,-82.479,874,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1995-04",3.77761267426821,69.7583252001981,291.26609575268,4.77001711018978
"WV3793508223420121111",2012,11,11,37.93,-82.214,1809,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2012-11",1.70218181654956,18.8373331986307,284.355161601137,3.66142224987621
"WV3793608028220101114",2010,11,14,37.936,-80.282,1376,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2010-11",1.70311617009446,138.643083631622,285.844556314608,4.41859904726907
"WV3793608147119991119",1999,11,19,37.936,-81.471,2547,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1999-11",1.94348901624023,89.1887008179724,287.771661557536,4.65289468225221
"WV3793808225019941107",1994,11,7,37.938,-82.25,1210,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1994-11",2.2200824892211,65.8899666806104,288.338066421819,4.96196103434328
"WV3793808225419980330",1998,3,30,37.938,-82.254,1582,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1998-03",2.53554875741572,96.6543174135188,284.322030566204,5.14169784927661
"WV3793808225419991118",1999,11,18,37.938,-82.254,1617,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1999-11",1.94348901624023,89.1887008179724,287.771661557536,4.65289468225221
"WV3794008162020100401",2010,4,1,37.94,-81.62,1469,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2010-04",4.32892289975983,65.7463737628302,294.196291957186,4.48229864323669
"WV3794308158219871103",1987,11,3,37.943,-81.582,4065,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1987-11",2.05123715159277,67.8118929188941,286.742302566501,4.816839823332
"WV3794508188719911101",1991,11,1,37.945,-81.887,2005,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1991-11",1.76769275426186,89.0821134979972,283.763632148938,4.30601718888053
"WV3794508207119950316",1995,3,16,37.945,-82.071,508,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","1995-03",2.68268727571478,64.4831690664971,286.609474183584,4.09785414664561
"WV3794608163320011030",2001,10,30,37.946,-81.633,1143,"Central Appalachians","OZARK/OUACHITA-APPALACHIAN FORESTS","EASTERN TEMPERATE FORESTS","2001-10",2.95676107230222,40.2910293684445,291.61353275216,4.91793792753058
