fire_id,year,month,day,lat,long,acres_burned,na_l3name,na_l2name,na_l1name,yearmonth,mean_potential_et,total_precip,max_air_temp,mean_wind_speed
OR4320311927919850707,1985,July,7,43.203,-119.279,50919,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,1985-07,6.58,22.92,304,2.93
OR4541311664220070713,2007,July,13,45.413,-116.642,79114,Blue Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2007-07,6.58,6.09,304,2.99
UT3925610955720020620,2002,June,20,39.256,-109.557,87396,Colorado Plateaus,COLD DESERTS,NORTH AMERICAN DESERTS,2002-06,7.85,2.67,305,3.87
AZ3243311077720030617,2003,June,17,32.433,-110.777,79707,Madrean Archipelago,WESTERN SIERRA MADRE PIEDMONT,SOUTHERN SEMI-ARID HIGHLANDS,2003-06,8.50,3.51,307,4.10
CA3461511897120060904,2006,Sept,4,34.615,-118.971,159713,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2006-09,5.44,4.68,301,3.13
CA3508611531720050622,2005,June,22,35.086,-115.317,69967,Mojave Basin and Range,WARM DESERTS,NORTH AMERICAN DESERTS,2005-06,8.50,2.05,306,4.19
CO3922010528720020608,2002,June,8,39.22,-105.287,129417,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2002-06,6.39,14.03,298,3.95
FL2623708064719990419,1999,April,19,26.237,-80.647,171317,Southern Florida Coastal Plain,EVERGLADES,TROPICAL WET FORESTS,1999-04,5.43,47.01,304,3.22
FL2991908306120010528,2001,May,28,29.919,-83.061,59179,Southern Coastal Plain,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,2001-05,5.75,43.19,304,3.55
FL3054608239119990521,1999,May,21,30.546,-82.391,75089,Southern Coastal Plain,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,1999-05,5.46,79.09,303,3.44
GA3067208246020070425,2007,April,25,30.672,-82.46,330706,Southern Coastal Plain,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,2007-04,5.31,45.41,300,4.22
GA3068508231820020503,2002,May,3,30.685,-82.318,108894,Southern Coastal Plain,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,2002-05,5.81,56.50,304,4.11
GA3094108231320070505,2007,May,5,30.941,-82.313,215381,Southern Coastal Plain,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,2007-05,6.02,30.51,303,4.44
ID4213811276820060805,2006,Aug,5,42.138,-112.768,50677,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2006-08,5.86,4.73,301,3.16
ID4266811529419860810,1986,Aug,10,42.668,-115.294,62445,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,1986-08,5.82,8.69,303,2.89
ID4475111519220000811,2000,Aug,11,44.751,-115.192,53790,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2000-08,5.57,8.83,299,3.56
ID4554811559420070713,2007,July,13,45.548,-115.594,102523,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2007-07,6.31,12.04,302,3.00
WA4596412011120000823,2000,Aug,23,45.964,-120.111,90184,Columbia Plateau,COLD DESERTS,NORTH AMERICAN DESERTS,2000-08,5.79,0.55,302,3.47
ID4351911570619920819,1992,Aug,19,43.519,-115.706,228631,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1992-08,5.18,12.42,298,3.37
ID4540111516420000731,2000,July,31,45.401,-115.164,90611,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2000-07,5.91,10.50,299,3.09
KS3848709654320140326,2014,March,26,38.501,-96.518,66147,Flint Hills,SOUTH CENTRAL SEMI-ARID PRAIRIES,GREAT PLAINS,2014-03,3.34,18.19,286,5.66
NM3341610797320030428,2003,April,28,33.416,-107.973,56796,Arizona/New Mexico Mountains,UPPER GILA MOUNTAINS,TEMPERATE SIERRAS,2003-04,5.25,8.06,291,5.57
NV4034111594019990805,1999,Aug,5,40.341,-115.94,183908,Central Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,1999-08,6.02,20.20,302,3.48
NV4050111851919990804,1999,Aug,4,40.501,-118.519,236451,Central Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,1999-08,6.02,20.20,302,3.48
AZ3154111115820110530,2011,May,30,31.464,-111.12,64407,Madrean Archipelago,WESTERN SIERRA MADRE PIEDMONT,SOUTHERN SEMI-ARID HIGHLANDS,2011-05,7.65,0.45,301,4.67
AZ3182010921120110508,2011,May,8,31.907,-109.275,226079,Madrean Archipelago,WESTERN SIERRA MADRE PIEDMONT,SOUTHERN SEMI-ARID HIGHLANDS,2011-05,7.65,0.45,301,4.67
AZ3266111295120050617,2005,June,17,32.661,-112.951,65148,Sonoran Desert,WARM DESERTS,NORTH AMERICAN DESERTS,2005-06,8.85,0.44,311,3.62
AZ3341710997520140419,2014,April,19,33.45,-110.046,73774,Arizona/New Mexico Mountains,UPPER GILA MOUNTAINS,TEMPERATE SIERRAS,2014-04,5.36,10.03,292,5.25
AZ3360210944920110529,2011,May,29,33.799,-109.253,563664,Arizona/New Mexico Mountains,UPPER GILA MOUNTAINS,TEMPERATE SIERRAS,2011-05,6.61,9.78,295,5.58
AZ3368911131719960427,1996,April,27,33.689,-111.317,60574,Arizona/New Mexico Mountains,UPPER GILA MOUNTAINS,TEMPERATE SIERRAS,1996-04,5.63,3.73,294,4.83
AZ3379211140020050716,2005,July,16,33.792,-111.4,69291,Arizona/New Mexico Mountains,UPPER GILA MOUNTAINS,TEMPERATE SIERRAS,2005-07,6.97,39.17,305,3.51
AZ3410911149820040624,2004,June,24,34.109,-111.498,118494,Arizona/New Mexico Mountains,UPPER GILA MOUNTAINS,TEMPERATE SIERRAS,2004-06,7.72,9.39,302,4.32
AZ3423311046320020618,2002,June,18,34.233,-110.463,461774,Arizona/New Mexico Mountains,UPPER GILA MOUNTAINS,TEMPERATE SIERRAS,2002-06,8.23,4.22,305,4.46
AZ3424311187720050621,2005,June,21,34.243,-111.877,246143,Arizona/New Mexico Mountains,UPPER GILA MOUNTAINS,TEMPERATE SIERRAS,2005-06,7.52,7.15,302,4.57
AZ3662511217320060608,2006,June,8,36.625,-112.173,58255,Arizona/New Mexico Mountains,UPPER GILA MOUNTAINS,TEMPERATE SIERRAS,2006-06,7.45,20.92,304,3.76
CA3264611677120071021,2007,Oct,21,32.646,-116.771,90443,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2007-10,3.39,29.42,296,3.34
CA3293911676620031025,2003,Oct,25,32.939,-116.766,268362,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2003-10,4.02,2.69,301,3.23
CA3307911676620071021,2007,Oct,21,33.079,-116.766,167551,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2007-10,3.39,29.42,296,3.34
CA3314611657420020729,2002,July,29,33.146,-116.574,65407,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2002-07,7.28,1.23,305,3.18
CA3320411691620031026,2003,Oct,26,33.204,-116.916,55995,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2003-10,4.02,2.69,301,3.23
CA3411411662020060709,2006,July,9,34.114,-116.62,86585,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2006-07,7.07,6.88,306,3.07
CA3418611747320031021,2003,Oct,21,34.186,-117.473,50799,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2003-10,4.08,4.11,299,2.86
CA3424711728420031025,2003,Oct,25,34.247,-117.284,90180,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2003-10,4.08,4.11,299,2.86
CA3434511710619990828,1999,Aug,28,34.345,-117.106,63525,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,1999-08,6.35,1.89,304,2.91
CA3448011886120031023,2003,Oct,23,34.48,-118.861,63920,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2003-10,4.08,4.11,299,2.86
CA3451011935419850701,1985,July,1,34.51,-119.354,126854,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,1985-07,7.06,16.60,305,3.01
CA3469511965920070704,2007,July,4,34.695,-119.659,241846,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2007-07,7.21,0.97,305,3.05
CA3493612002720090808,2009,Aug,8,34.936,-120.027,84213,Southern and Baja California Pine-Oak Mountains,MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2009-08,6.60,0.79,304,2.98
CA3528712050619850701,1985,July,1,35.287,-120.506,75841,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,1985-07,7.22,1.56,306,3.47
CA3606612146119850706,1985,July,6,36.066,-121.461,52474,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,1985-07,7.22,1.56,306,3.47
CA3606711840020020721,2002,July,21,36.067,-118.4,146540,Sierra Nevada,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2002-07,6.47,2.93,301,2.83
CA3613612137820080608,2008,June,8,36.136,-121.378,59095,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2008-06,7.28,0.32,304,3.77
CA3621212157820080621,2008,June,21,36.212,-121.578,164537,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2008-06,7.28,0.32,304,3.77
CA3687411890520150801,2015,Aug,1,36.852,-118.884,146369,Sierra Nevada,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2015-08,5.88,3.24,299,3.07
CA3785712008620130817,2013,Aug,17,37.916,-119.969,257084,Sierra Nevada,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2013-08,5.55,3.23,298,3.05
CA3834312069620150909,2015,Sept,9,38.266,-120.592,72894,Sierra Nevada,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2015-09,4.62,6.74,297,3.22
CA3878212060420140913,2014,Sept,13,38.93,-120.542,99070,Sierra Nevada,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2014-09,4.46,22.38,296,3.13
CA3884412276020150912,2015,Sept,12,38.788,-122.613,77507,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2015-09,5.17,12.05,304,3.08
CA3891212249320150729,2015,July,29,38.91,-122.45,96125,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,2015-07,6.53,13.15,304,3.23
CA3920212274419960811,1996,Aug,11,39.202,-122.744,83209,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1996-08,6.22,1.35,304,3.29
CA3954212303919870831,1987,Aug,31,39.542,-123.039,54162,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1987-08,6.54,2.01,304,3.48
CA3985212144420080814,2008,Aug,14,39.852,-121.444,52091,Sierra Nevada,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2008-08,6.03,0.69,300,3.22
CA4001012127720120729,2012,July,29,40.095,-121.199,79978,Sierra Nevada,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2012-07,6.30,2.60,300,2.94
CA4004112182419900806,1990,Aug,6,40.041,-121.824,128266,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,1990-08,6.10,1.76,304,3.33
CA4009612297920080621,2008,June,21,40.096,-122.979,94888,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2008-06,6.29,8.01,298,3.90
CA4017912180419990928,1999,Sept,28,40.179,-121.804,61203,"California Coastal Sage, Chaparral, and Oak Woodlands",MEDITERRANEAN CALIFORNIA,MEDITERRANEAN CALIFORNIA,1999-09,4.98,2.34,303,2.79
CA4022012073620070903,2007,Sept,3,40.22,-120.736,65718,Sierra Nevada,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2007-09,4.23,17.34,293,3.40
CA4062112015220120812,2012,Aug,12,40.603,-120.09,306811,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2012-08,6.30,5.77,305,3.05
CA4073412017820010809,2001,Aug,9,40.734,-120.178,67432,Eastern Cascades Slopes and Foothills,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2001-08,5.72,4.78,302,3.23
CA4084612185219920820,1992,Aug,20,40.846,-121.852,62340,Cascades,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1992-08,5.20,15.00,299,3.26
CA4091312343720150731,2015,July,31,40.914,-123.364,78531,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2015-07,6.64,17.13,303,3.33
CA4095112320220060902,2006,Sept,2,40.951,-123.202,100962,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2006-09,4.90,6.99,300,3.66
CA4104812343519990927,1999,Sept,27,41.048,-123.435,124499,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1999-09,5.13,2.47,301,3.52
CA4114311975020120805,2012,Aug,5,41.255,-119.558,57647,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2012-08,6.30,5.77,305,3.05
CA4141212331619870830,1987,Aug,30,41.412,-123.316,53626,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1987-08,6.54,2.01,304,3.48
CA4154112338120080722,2008,July,22,41.541,-123.381,71448,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2008-07,6.91,0.36,303,3.46
CA4161412365820080621,2008,June,21,41.614,-123.658,100823,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2008-06,6.29,8.01,298,3.90
CA4163812338919870830,1987,Aug,30,41.638,-123.389,71390,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1987-08,6.54,2.01,304,3.48
CA4179612337420140814,2014,Aug,14,41.707,-123.196,118491,Klamath Mountains,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2014-08,6.20,3.83,303,3.35
CO3744910767720020609,2002,June,9,37.449,-107.677,68919,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2002-06,6.39,14.03,298,3.95
CO4058910540420120609,2012,June,9,40.658,-105.357,90769,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2012-06,6.62,7.33,298,4.27
FL2547708076419890517,1989,May,17,25.477,-80.764,85437,Southern Florida Coastal Plain,EVERGLADES,TROPICAL WET FORESTS,1989-05,5.94,52.11,305,2.87
FL2580408046920110605,2011,June,5,25.871,-80.559,67959,Southern Florida Coastal Plain,EVERGLADES,TROPICAL WET FORESTS,2011-06,6.06,183.32,307,3.34
FL2583708052719850526,1985,May,26,25.837,-80.527,54638,Southern Florida Coastal Plain,EVERGLADES,TROPICAL WET FORESTS,1985-05,5.56,89.60,305,2.50
FL2602008107320070507,2007,May,7,26.02,-81.073,60644,Southern Florida Coastal Plain,EVERGLADES,TROPICAL WET FORESTS,2007-05,5.84,85.11,303,4.52
FL2622108060319890622,1989,June,22,26.221,-80.603,90127,Southern Florida Coastal Plain,EVERGLADES,TROPICAL WET FORESTS,1989-06,5.60,178.75,306,3.28
FL2622208075919850225,1985,Feb,25,26.222,-80.759,51504,Southern Florida Coastal Plain,EVERGLADES,TROPICAL WET FORESTS,1985-02,3.76,9.91,299,3.88
FL2622408075919890316,1989,March,16,26.224,-80.759,56910,Southern Florida Coastal Plain,EVERGLADES,TROPICAL WET FORESTS,1989-03,4.29,64.94,301,3.53
FL2623308059120140607,2014,June,7,26.261,-80.56,50667,Southern Florida Coastal Plain,EVERGLADES,TROPICAL WET FORESTS,2014-06,5.28,227.42,306,2.65
FL2919408119119980622,1998,June,22,29.194,-81.191,121213,Southern Coastal Plain,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,1998-06,6.95,57.36,309,3.76
GA3073008236920110430,2011,April,30,30.692,-82.303,147065,Southern Coastal Plain,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,2011-04,5.50,38.61,303,3.77
GA3086808245120110701,2011,July,1,30.806,-82.323,142688,Southern Coastal Plain,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,2011-07,5.61,179.33,307,2.99
ID4216011532120070721,2007,July,21,42.16,-115.321,567409,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2007-07,6.89,7.50,305,2.99
ID4222111319320070706,2007,July,6,42.221,-113.193,69897,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2007-07,6.89,7.50,305,2.99
ID4227711406020120805,2012,Aug,5,42.299,-114.112,84780,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2012-08,6.30,5.77,305,3.05
ID4243011543019950729,1995,July,29,42.43,-115.43,80638,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,1995-07,6.22,18.81,301,3.49
ID4245311502520120707,2012,July,7,42.603,-115.179,171409,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2012-07,6.84,8.31,304,3.13
ID4256011535919850706,1985,July,6,42.56,-115.359,62780,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,1985-07,6.58,22.92,304,2.93
ID4258011530420060823,2006,Aug,23,42.58,-115.304,62699,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2006-08,5.86,4.73,301,3.16
ID4263011521720050715,2005,July,15,42.63,-115.217,199023,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2005-07,6.79,6.58,304,3.10
ID4266311590220110814,2011,Aug,14,42.535,-115.792,65416,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2011-08,5.92,3.79,303,2.94
ID4275711507020100821,2010,Aug,21,42.757,-115.07,302546,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,2010-08,5.71,9.71,302,3.32
ID4281411549619870614,1987,June,14,42.814,-115.496,66024,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,1987-06,6.03,21.39,301,2.98
ID4295911374920120805,2012,Aug,5,43.009,-113.886,102340,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,2012-08,6.38,8.62,307,3.01
ID4299011308620000726,2000,July,26,42.99,-113.086,56792,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,2000-07,6.82,5.25,305,3.11
ID4304511327219990803,1999,Aug,3,43.045,-113.272,138102,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,1999-08,5.57,13.59,303,2.94
ID4304711393919960703,1996,July,3,43.047,-113.939,178385,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,1996-07,6.60,8.39,305,2.84
ID4308811381819920802,1992,Aug,2,43.088,-113.818,147833,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,1992-08,6.02,2.33,304,3.21
ID4311811696020150810,2015,Aug,10,43.319,-116.861,282888,Northern Basin and Range,COLD DESERTS,NORTH AMERICAN DESERTS,2015-08,5.92,10.46,302,3.31
ID4318311309619960827,1996,Aug,27,43.183,-113.096,219424,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,1996-08,5.78,2.99,304,3.05
ID4319311451419900808,1990,Aug,8,43.193,-114.514,70365,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,1990-08,5.46,16.73,303,2.84
ID4329411554820130809,2013,Aug,9,43.385,-115.651,148188,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2013-08,5.36,13.46,299,3.37
ID4334011550020130809,2013,Aug,9,43.478,-115.484,129565,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2013-08,5.36,13.46,299,3.37
ID4345711455020130807,2013,Aug,7,43.603,-114.507,111286,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2013-08,5.36,13.46,299,3.37
ID4367911257020100713,2010,July,13,43.679,-112.57,108542,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,2010-07,6.67,4.58,303,3.35
ID4371111536820120803,2012,Aug,3,43.719,-115.394,141807,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2012-08,5.55,3.71,300,3.26
ID4392811541119940728,1994,July,28,43.928,-115.411,150456,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1994-07,5.87,26.23,299,3.24
ID4408911638320060810,2006,Aug,10,44.089,-116.383,56773,Snake River Plain,COLD DESERTS,NORTH AMERICAN DESERTS,2006-08,5.85,3.57,303,2.98
ID4444511516620120727,2012,July,27,44.455,-114.982,190156,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2012-07,6.11,21.73,300,3.14
ID4448411541019870804,1987,Aug,4,44.484,-115.41,57051,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1987-08,4.94,20.07,296,3.46
ID4464911452420070730,2007,July,30,44.649,-114.524,50967,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2007-07,6.31,12.04,302,3.00
ID4475011554820070717,2007,July,17,44.75,-115.548,317157,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2007-07,6.31,12.04,302,3.00
ID4482211481920070717,2007,July,17,44.822,-114.819,50106,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2007-07,6.31,12.04,302,3.00
ID4505611489120000731,2000,July,31,45.056,-114.891,271361,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2000-07,5.91,10.50,299,3.09
ID4510511570820070706,2007,July,6,45.105,-115.708,318724,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2007-07,6.31,12.04,302,3.00
ID4515511602719940802,1994,Aug,2,45.155,-116.027,140101,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,1994-08,5.50,8.74,299,3.47
ID4519911434120000710,2000,July,10,45.199,-114.341,170322,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2000-07,5.91,10.50,299,3.09
ID4520811624820150812,2015,Aug,12,45.318,-116.116,94878,Idaho Batholith,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,2015-08,5.53,18.88,298,3.77
